connections,min_ms,avg_ms,max_ms,stddev_ms
2994,12.79,13.01,13.62,0.22
2995,12.76,13.17,13.87,0.32
2996,12.83,13.13,14.47,0.46
2997,12.65,13.08,13.91,0.33
2998,12.80,13.06,13.80,0.27
2999,12.81,13.15,13.63,0.25
3000,12.74,13.96,15.11,0.72
3001,12.53,13.28,16.24,0.91
3002,12.65,13.00,13.68,0.24
3003,12.81,13.06,13.75,0.23
3004,12.79,13.08,14.14,0.32
3005,12.73,13.06,13.51,0.22
3006,12.75,13.04,13.90,0.29
3007,12.74,13.06,13.88,0.29
3008,12.77,13.15,13.90,0.32
3009,12.71,13.10,13.88,0.28
3010,12.81,13.17,13.68,0.25
3011,12.73,13.25,13.80,0.30
3012,12.88,13.48,14.27,0.44
3013,13.17,14.84,16.74,0.92
3014,13.24,14.01,15.64,0.81
3015,13.10,13.60,14.43,0.39
3016,13.10,13.60,15.36,0.59
3017,13.24,13.66,15.16,0.51
3018,12.65,13.35,14.52,0.55
3019,12.68,13.09,14.00,0.36
3020,12.57,13.13,13.71,0.36
3021,12.80,13.16,13.77,0.24
3022,12.92,13.19,14.19,0.35
3023,12.70,13.14,13.81,0.26
3024,12.88,13.15,13.55,0.17
3025,12.97,13.26,14.15,0.33
3026,12.50,13.14,13.66,0.29
3027,13.04,14.41,15.11,0.66
3028,12.79,13.11,13.57,0.21
3029,12.88,13.23,13.96,0.32
3030,12.62,13.11,14.85,0.59
3031,12.96,13.23,13.68,0.19
3032,12.90,13.20,13.94,0.27
3033,12.88,13.18,13.87,0.29
3034,13.14,13.31,14.03,0.25
3035,12.90,13.22,13.64,0.21
3036,12.74,13.19,14.01,0.32
3037,12.93,13.30,14.24,0.35
3038,12.85,13.26,13.88,0.31
3039,12.97,13.26,14.00,0.28
3040,12.89,13.29,14.11,0.32
3041,12.92,13.27,14.12,0.30
3042,12.89,13.20,13.79,0.27
3043,13.06,13.46,14.05,0.23
3044,13.01,13.49,14.05,0.24
3045,13.23,13.50,14.17,0.27
3046,12.69,14.16,15.27,0.73
3047,12.74,13.44,14.37,0.38
3048,13.07,13.49,13.94,0.21
3049,13.13,13.51,14.21,0.32
3050,12.88,13.38,13.71,0.21
3051,13.01,14.36,15.93,0.97
3052,13.34,14.34,15.63,0.50
3053,11.52,14.24,17.58,1.19
3054,13.13,14.26,16.06,0.86
3055,12.88,13.34,14.32,0.38
3056,12.53,13.34,14.39,0.47
3057,13.26,13.55,14.08,0.22
3058,12.86,14.22,15.07,0.87
3059,13.09,13.92,15.24,0.84
3060,13.04,13.39,14.51,0.41
3061,13.03,13.35,13.90,0.26
