clients,duration,failed_transactions,initial_connection_time,jobs,latency_avg,num_clients,num_threads,run_number,scaling_factor,test_type,threshold,tps,transaction_type,transactions_processed,version
1000,3,0,478.365,2,2.619,1000,2,1,1,listen_unique,8,381825.302162,listen_unique.sql,980842,optimize_listen_notify_v4
2,3,0,1.089,2,0.023,2,2,9,1,listen_unlisten_unique,,87911.01321,listen_unlisten_unique.sql,264278,master
8,3,0,2.423,8,0.027,8,8,8,1,listen_common,1,300714.045129,listen_common.sql,903517,optimize_listen_notify_v4
1000,3,0,230.071,8,9121.75,1000,8,3,1,listen_notify_common,1,109.62809,listen_notify_common.sql,1794,optimize_listen_notify_v4
1000,3,0,235.85,32,337.586,1000,32,0,1,listen_notify_unique,16,2962.210614,listen_notify_unique.sql,8977,optimize_listen_notify_v4
16,3,0,3.71,16,0.398,16,16,8,1,listen_notify_common,8,40220.907235,listen_notify_common.sql,121347,optimize_listen_notify_v4
2,3,0,1.165,2,0.011,2,2,7,1,listen_unique,16,177468.728014,listen_unique.sql,533252,optimize_listen_notify_v4
32,3,0,7.146,32,1.209,32,32,6,1,listen_notify_common,1,26464.607209,listen_notify_common.sql,79945,optimize_listen_notify_v4
32,3,0,6.987,32,0.227,32,32,9,1,listen_unlisten_unique,8,141192.283576,listen_unlisten_unique.sql,423334,optimize_listen_notify_v4
1000,3,0,251.504,4,2.196,1000,4,9,1,listen_unique,1,455350.573569,listen_unique.sql,1323175,optimize_listen_notify_v4
1000,3,0,236.798,32,10882.926,1000,32,1,1,listen_notify_common,,91.887057,listen_notify_common.sql,1599,master
1,3,0,0.98,1,0.01,1,1,7,1,listen_common,16,102507.661818,listen_common.sql,307450,optimize_listen_notify_v4
16,3,0,3.816,16,0.113,16,16,7,1,listen_unlisten_unique,1,141531.263094,listen_unlisten_unique.sql,425593,optimize_listen_notify_v4
16,3,0,4.018,16,0.4,16,16,7,1,listen_notify_common,16,39960.522183,listen_notify_common.sql,120617,optimize_listen_notify_v4
4,3,0,1.779,4,0.017,4,4,4,1,listen_unique,,241306.695662,listen_unique.sql,725928,master
2,3,0,1.254,2,0.012,2,2,8,1,listen_unique,8,171414.268035,listen_unique.sql,514292,optimize_listen_notify_v4
1,3,0,1.019,1,0.019,1,1,3,1,listen_unlisten_unique,,52146.216782,listen_unlisten_unique.sql,156910,master
32,3,0,7.44,32,0.229,32,32,6,1,listen_unlisten_unique,16,139903.566212,listen_unlisten_unique.sql,420231,optimize_listen_notify_v4
1,3,0,1.077,1,0.01,1,1,8,1,listen_common,8,101598.23586,listen_common.sql,305093,optimize_listen_notify_v4
1000,3,0,232.696,16,20.35,1000,16,2,1,listen_unlisten_common,8,49140.061468,listen_unlisten_common.sql,146905,optimize_listen_notify_v4
1000,3,0,227.3,32,19.173,1000,32,0,1,listen_unlisten_common,1,52156.270744,listen_unlisten_common.sql,155888,optimize_listen_notify_v4
4,3,0,1.608,4,0.029,4,4,1,1,listen_notify_unique,16,138814.640295,listen_notify_unique.sql,417854,optimize_listen_notify_v4
32,3,0,7.458,32,0.111,32,32,3,1,listen_common,8,288822.120589,listen_common.sql,867070,optimize_listen_notify_v4
1000,3,0,257.055,4,16.917,1000,4,3,1,listen_unlisten_common,1,59113.478714,listen_unlisten_common.sql,174829,optimize_listen_notify_v4
1000,3,0,247.76,32,10314.987,1000,32,0,1,listen_notify_unique,,96.946316,listen_notify_unique.sql,1630,master
1000,3,0,236.504,16,1.81,1000,16,7,1,listen_unique,16,552460.921891,listen_unique.sql,1578930,optimize_listen_notify_v4
4,3,0,1.813,4,0.017,4,4,5,1,listen_common,,242351.501553,listen_common.sql,728433,master
1000,3,0,259.482,4,342.466,1000,4,3,1,listen_notify_unique,16,2919.999547,listen_notify_unique.sql,8759,optimize_listen_notify_v4
2,3,0,1.248,2,0.023,2,2,2,1,listen_unlisten_common,8,87554.28625,listen_unlisten_common.sql,263435,optimize_listen_notify_v4
1,3,0,0.992,1,0.019,1,1,2,1,listen_unlisten_common,,52814.701611,listen_unlisten_common.sql,158763,master
4,3,0,1.546,4,0.033,4,4,1,1,listen_unlisten_common,1,120406.751946,listen_unlisten_common.sql,361109,optimize_listen_notify_v4
1000,3,0,237.371,16,1.874,1000,16,8,1,listen_unique,8,533664.911787,listen_unique.sql,1659898,optimize_listen_notify_v4
1,3,0,0.977,1,0.019,1,1,2,1,listen_unlisten_unique,8,52022.75256,listen_unlisten_unique.sql,156540,optimize_listen_notify_v4
1000,3,0,226.071,8,2.007,1000,8,9,1,listen_common,16,498324.514475,listen_common.sql,1445912,optimize_listen_notify_v4
8,3,0,2.649,8,0.133,8,8,2,1,listen_notify_common,16,60089.450546,listen_notify_common.sql,181201,optimize_listen_notify_v4
1000,3,0,874.883,1,335.962,1000,1,4,1,listen_notify_unique,16,2976.523902,listen_notify_unique.sql,7147,optimize_listen_notify_v4
1000,3,0,469.383,2,342.938,1000,2,4,1,listen_notify_unique,1,2915.978567,listen_notify_unique.sql,8200,optimize_listen_notify_v4
1000,3,0,226.097,8,2.048,1000,8,6,1,listen_common,8,488385.501411,listen_common.sql,1404437,optimize_listen_notify_v4
1000,3,0,461.063,2,14.29,1000,2,4,1,listen_unlisten_common,16,69980.836155,listen_unlisten_common.sql,193066,optimize_listen_notify_v4
2,3,0,1.276,2,0.023,2,2,8,1,listen_unlisten_common,,87695.614887,listen_unlisten_common.sql,263616,master
1000,3,0,867.013,1,7.226,1000,1,4,1,listen_unlisten_common,1,138390.950939,listen_unlisten_common.sql,301745,optimize_listen_notify_v4
8,3,0,97.735,8,0.056,8,8,2,1,listen_unlisten_unique,1,141977.882623,listen_unlisten_unique.sql,413351,optimize_listen_notify_v4
1000,3,0,262.018,4,2.219,1000,4,4,1,listen_unique,8,450746.657632,listen_unique.sql,1297170,optimize_listen_notify_v4
4,3,0,1.76,4,0.017,4,4,9,1,listen_unique,16,241242.944057,listen_unique.sql,724957,optimize_listen_notify_v4
1000,3,0,237.495,32,18.932,1000,32,2,1,listen_unlisten_common,16,52820.474541,listen_unlisten_common.sql,157092,optimize_listen_notify_v4
1000,3,0,269.094,4,10157.583,1000,4,3,1,listen_notify_common,,98.448612,listen_notify_common.sql,1683,master
32,3,0,6.864,32,0.226,32,32,4,1,listen_unlisten_unique,1,141556.953881,listen_unlisten_unique.sql,423987,optimize_listen_notify_v4
16,3,0,4.171,16,0.389,16,16,0,1,listen_notify_unique,,41097.31169,listen_notify_unique.sql,123585,master
16,3,0,4.024,16,0.4,16,16,5,1,listen_notify_common,1,40044.673832,listen_notify_common.sql,120796,optimize_listen_notify_v4
1,3,0,0.983,1,0.009,1,1,5,1,listen_common,1,106242.898546,listen_common.sql,319692,optimize_listen_notify_v4
16,3,0,3.98,16,0.114,16,16,5,1,listen_unlisten_unique,16,139861.629305,listen_unlisten_unique.sql,420260,optimize_listen_notify_v4
4,3,0,1.749,4,0.016,4,4,6,1,listen_unique,8,243304.682153,listen_unique.sql,729516,optimize_listen_notify_v4
1000,3,0,246.249,8,2.281,1000,8,5,1,listen_common,,438348.901873,listen_common.sql,1240228,master
32,3,0,7.251,32,1.249,32,32,4,1,listen_notify_common,16,25626.059766,listen_notify_common.sql,77273,optimize_listen_notify_v4
2,3,0,1.305,2,0.011,2,2,6,1,listen_common,,179381.912573,listen_common.sql,539097,master
2,3,0,1.203,2,0.011,2,2,5,1,listen_unique,1,175170.754915,listen_unique.sql,526523,optimize_listen_notify_v4
1000,3,0,244.092,16,353.341,1000,16,0,1,listen_notify_unique,8,2830.124498,listen_notify_unique.sql,8528,optimize_listen_notify_v4
1000,3,0,239.668,32,336.231,1000,32,2,1,listen_notify_unique,1,2974.14327,listen_notify_unique.sql,9028,optimize_listen_notify_v4
1000,3,0,226.94,8,8919.628,1000,8,1,1,listen_notify_common,16,112.112305,listen_notify_common.sql,1925,optimize_listen_notify_v4
8,3,0,2.523,8,0.026,8,8,2,1,listen_unique,,302813.352992,listen_unique.sql,910468,master
1000,3,0,239.18,16,10192.334,1000,16,3,1,listen_notify_unique,,98.112959,listen_notify_unique.sql,1685,master
1000,3,0,467.838,2,9813.849,1000,2,5,1,listen_notify_unique,,101.896819,listen_notify_unique.sql,1795,master
32,3,0,7.554,32,0.228,32,32,1,1,listen_unlisten_unique,,140244.657064,listen_unlisten_unique.sql,422688,master
8,3,0,2.667,8,0.026,8,8,5,1,listen_common,8,303621.447612,listen_common.sql,910626,optimize_listen_notify_v4
1000,3,0,863.411,1,3.1,1000,1,3,1,listen_unique,8,322601.307068,listen_unique.sql,694038,optimize_listen_notify_v4
1000,3,0,236.155,8,18.243,1000,8,1,1,listen_unlisten_unique,1,54816.597453,listen_unlisten_unique.sql,164047,optimize_listen_notify_v4
1000,3,0,885.84,1,3.27,1000,1,2,1,listen_unique,8,305854.909294,listen_unique.sql,650465,optimize_listen_notify_v4
1000,3,0,257.058,8,17.941,1000,8,0,1,listen_unlisten_unique,1,55739.538041,listen_unlisten_unique.sql,164895,optimize_listen_notify_v4
8,3,0,2.917,8,0.027,8,8,4,1,listen_common,8,296557.285466,listen_common.sql,891813,optimize_listen_notify_v4
1000,3,0,240.04,16,10123.904,1000,16,2,1,listen_notify_unique,,98.776121,listen_notify_unique.sql,1736,master
32,3,0,7.414,32,0.228,32,32,0,1,listen_unlisten_unique,,140331.8058,listen_unlisten_unique.sql,421614,master
1000,3,0,471.91,2,9899.963,1000,2,4,1,listen_notify_unique,,101.010482,listen_notify_unique.sql,1688,master
8,3,0,2.759,8,0.027,8,8,3,1,listen_unique,,299971.337025,listen_unique.sql,902123,master
1000,3,0,241.012,8,8919.923,1000,8,0,1,listen_notify_common,16,112.108589,listen_notify_common.sql,1901,optimize_listen_notify_v4
2,3,0,1.139,2,0.011,2,2,4,1,listen_unique,1,177935.231827,listen_unique.sql,535079,optimize_listen_notify_v4
32,3,0,6.832,32,1.189,32,32,5,1,listen_notify_common,16,26922.052204,listen_notify_common.sql,81243,optimize_listen_notify_v4
2,3,0,1.527,2,0.011,2,2,7,1,listen_common,,179263.98394,listen_common.sql,539339,master
1000,3,0,228.603,32,355.102,1000,32,3,1,listen_notify_unique,1,2816.088496,listen_notify_unique.sql,8519,optimize_listen_notify_v4
1000,3,0,232.195,16,347.155,1000,16,1,1,listen_notify_unique,8,2880.561258,listen_notify_unique.sql,8734,optimize_listen_notify_v4
4,3,0,1.836,4,0.016,4,4,7,1,listen_unique,8,243206.577335,listen_unique.sql,731069,optimize_listen_notify_v4
16,3,0,3.909,16,0.116,16,16,4,1,listen_unlisten_unique,16,137345.580426,listen_unlisten_unique.sql,412785,optimize_listen_notify_v4
1,3,0,1.143,1,0.009,1,1,4,1,listen_common,1,106428.179893,listen_common.sql,320168,optimize_listen_notify_v4
1000,3,0,239.512,8,1.922,1000,8,4,1,listen_common,,520185.85193,listen_common.sql,1470220,master
16,3,0,4.218,16,0.388,16,16,1,1,listen_notify_unique,,41222.508991,listen_notify_unique.sql,123991,master
16,3,0,3.694,16,0.405,16,16,4,1,listen_notify_common,1,39535.340089,listen_notify_common.sql,119268,optimize_listen_notify_v4
1000,3,0,246.397,32,18.625,1000,32,3,1,listen_unlisten_common,16,53690.30498,listen_unlisten_common.sql,159335,optimize_listen_notify_v4
4,3,0,1.57,4,0.017,4,4,8,1,listen_unique,16,240497.633137,listen_unique.sql,723262,optimize_listen_notify_v4
1000,3,0,264.193,4,2.188,1000,4,5,1,listen_unique,8,457051.93933,listen_unique.sql,1271279,optimize_listen_notify_v4
32,3,0,7.06,32,0.226,32,32,5,1,listen_unlisten_unique,1,141488.306987,listen_unlisten_unique.sql,425136,optimize_listen_notify_v4
1000,3,0,249.722,4,10692.649,1000,4,2,1,listen_notify_common,,93.522193,listen_notify_common.sql,1699,master
8,3,0,2.718,8,0.057,8,8,3,1,listen_unlisten_unique,1,140941.662915,listen_unlisten_unique.sql,422677,optimize_listen_notify_v4
1000,3,0,238.74,8,2.128,1000,8,7,1,listen_common,8,469989.784139,listen_common.sql,1359014,optimize_listen_notify_v4
1000,3,0,896.503,1,13.454,1000,1,5,1,listen_unlisten_common,1,74326.708068,listen_unlisten_common.sql,171283,optimize_listen_notify_v4
2,3,0,1.355,2,0.087,2,2,9,1,listen_unlisten_common,,22874.570848,listen_unlisten_common.sql,68806,master
1000,3,0,468.865,2,14.429,1000,2,5,1,listen_unlisten_common,16,69306.037492,listen_unlisten_common.sql,190525,optimize_listen_notify_v4
1000,3,0,464.707,2,346.168,1000,2,5,1,listen_notify_unique,1,2888.774258,listen_notify_unique.sql,8193,optimize_listen_notify_v4
1000,3,0,908.994,1,324.654,1000,1,5,1,listen_notify_unique,16,3080.204171,listen_notify_unique.sql,7230,optimize_listen_notify_v4
1000,3,0,235.044,8,2.182,1000,8,8,1,listen_common,16,458231.644565,listen_common.sql,1355808,optimize_listen_notify_v4
8,3,0,2.584,8,0.135,8,8,3,1,listen_notify_common,16,59367.252416,listen_notify_common.sql,178732,optimize_listen_notify_v4
1,3,0,0.927,1,0.019,1,1,3,1,listen_unlisten_common,,52461.308417,listen_unlisten_common.sql,157669,master
1,3,0,0.955,1,0.02,1,1,3,1,listen_unlisten_unique,8,50077.466619,listen_unlisten_unique.sql,150685,optimize_listen_notify_v4
1000,3,0,234.77,16,1.76,1000,16,9,1,listen_unique,8,568063.500304,listen_unique.sql,1615046,optimize_listen_notify_v4
4,3,0,1.643,4,0.033,4,4,0,1,listen_unlisten_common,1,119653.822877,listen_unlisten_common.sql,359635,optimize_listen_notify_v4
1000,3,0,266.332,4,353.172,1000,4,2,1,listen_notify_unique,16,2831.478292,listen_notify_unique.sql,8451,optimize_listen_notify_v4
4,3,0,1.695,4,0.017,4,4,4,1,listen_common,,241411.579325,listen_common.sql,726195,master
2,3,0,1.171,2,0.044,2,2,3,1,listen_unlisten_common,8,45287.04709,listen_unlisten_common.sql,136182,optimize_listen_notify_v4
32,3,0,7.525,32,0.113,32,32,2,1,listen_common,8,283864.098145,listen_common.sql,853895,optimize_listen_notify_v4
1000,3,0,230.842,16,1.793,1000,16,6,1,listen_unique,16,557803.11253,listen_unique.sql,1609074,optimize_listen_notify_v4
1000,3,0,253.915,32,10242.295,1000,32,1,1,listen_notify_unique,,97.634367,listen_notify_unique.sql,1630,master
1000,3,0,263.619,4,16.843,1000,4,2,1,listen_unlisten_common,1,59372.607526,listen_unlisten_common.sql,175421,optimize_listen_notify_v4
4,3,0,1.719,4,0.029,4,4,0,1,listen_notify_unique,16,138555.524421,listen_notify_unique.sql,416840,optimize_listen_notify_v4
32,3,0,6.797,32,0.224,32,32,7,1,listen_unlisten_unique,16,143173.754734,listen_unlisten_unique.sql,430177,optimize_listen_notify_v4
1,3,0,1.014,1,0.019,1,1,2,1,listen_unlisten_unique,,51289.806853,listen_unlisten_unique.sql,154310,master
1000,3,0,234.551,32,18.663,1000,32,1,1,listen_unlisten_common,1,53581.731754,listen_unlisten_common.sql,159544,optimize_listen_notify_v4
1000,3,0,232.111,16,19.477,1000,16,3,1,listen_unlisten_common,8,51342.776306,listen_unlisten_common.sql,153360,optimize_listen_notify_v4
1,3,0,0.94,1,0.009,1,1,9,1,listen_common,8,105840.0509,listen_common.sql,318226,optimize_listen_notify_v4
4,3,0,1.597,4,0.017,4,4,5,1,listen_unique,,240492.979638,listen_unique.sql,723343,master
16,3,0,3.867,16,0.4,16,16,6,1,listen_notify_common,16,39963.410512,listen_notify_common.sql,120580,optimize_listen_notify_v4
2,3,0,1.381,2,0.011,2,2,9,1,listen_unique,8,177676.486826,listen_unique.sql,534227,optimize_listen_notify_v4
32,3,0,7.145,32,0.222,32,32,8,1,listen_unlisten_unique,8,143955.121516,listen_unlisten_unique.sql,431649,optimize_listen_notify_v4
16,3,0,4.245,16,1.075,16,16,6,1,listen_unlisten_unique,1,14883.258917,listen_unlisten_unique.sql,44650,optimize_listen_notify_v4
1,3,0,1.02,1,0.009,1,1,6,1,listen_common,16,105992.165028,listen_common.sql,318884,optimize_listen_notify_v4
1000,3,0,234.456,32,9770.262,1000,32,0,1,listen_notify_common,,102.3514,listen_notify_common.sql,1702,master
1000,3,0,250.567,4,2.13,1000,4,8,1,listen_unique,1,469483.479078,listen_unique.sql,1312619,optimize_listen_notify_v4
16,3,0,4.675,16,0.399,16,16,9,1,listen_notify_common,8,40067.629282,listen_notify_common.sql,120767,optimize_listen_notify_v4
1000,3,0,239.74,32,339.583,1000,32,1,1,listen_notify_unique,16,2944.785601,listen_notify_unique.sql,8884,optimize_listen_notify_v4
32,3,0,7.394,32,1.229,32,32,7,1,listen_notify_common,1,26044.873915,listen_notify_common.sql,78584,optimize_listen_notify_v4
2,3,0,1.176,2,0.011,2,2,6,1,listen_unique,16,176828.349183,listen_unique.sql,531421,optimize_listen_notify_v4
8,3,0,2.378,8,0.027,8,8,9,1,listen_common,1,301776.396428,listen_common.sql,906775,optimize_listen_notify_v4
1000,3,0,248.366,8,8601.222,1000,8,2,1,listen_notify_common,1,116.262544,listen_notify_common.sql,1992,optimize_listen_notify_v4
2,3,0,1.578,2,0.023,2,2,8,1,listen_unlisten_unique,,87731.485944,listen_unlisten_unique.sql,263940,master
1000,3,0,248.803,8,18.049,1000,8,2,1,listen_unlisten_unique,16,55405.078102,listen_unlisten_unique.sql,164931,optimize_listen_notify_v4
1000,3,0,475.141,2,2.575,1000,2,0,1,listen_unique,8,388372.436985,listen_unique.sql,997822,optimize_listen_notify_v4
2,3,0,1.48,2,0.011,2,2,6,1,listen_unique,,177077.115863,listen_unique.sql,531044,master
1,3,0,1.067,1,0.016,1,1,1,1,listen_notify_common,8,63327.098247,listen_notify_common.sql,190131,optimize_listen_notify_v4
4,3,0,1.584,4,0.029,4,4,2,1,listen_notify_unique,1,138621.487865,listen_notify_unique.sql,417516,optimize_listen_notify_v4
1000,3,0,238.169,32,2.035,1000,32,6,1,listen_unique,8,491491.921535,listen_unique.sql,1450633,optimize_listen_notify_v4
1000,3,0,228.369,16,2.119,1000,16,4,1,listen_unique,1,471969.166203,listen_unique.sql,1377619,optimize_listen_notify_v4
1000,3,0,259.155,4,17.192,1000,4,0,1,listen_unlisten_common,16,58166.747123,listen_unlisten_common.sql,172667,optimize_listen_notify_v4
2,3,0,1.205,2,0.018,2,2,1,1,listen_notify_unique,8,108948.99105,listen_notify_unique.sql,327943,optimize_listen_notify_v4
1000,3,0,218.922,8,2.0,1000,8,5,1,listen_unique,,499987.372065,listen_unique.sql,1464969,master
16,3,0,3.876,16,0.394,16,16,0,1,listen_notify_common,,40638.353652,listen_notify_common.sql,122614,master
1000,3,0,252.25,4,359.937,1000,4,0,1,listen_notify_unique,1,2778.265591,listen_notify_unique.sql,8369,optimize_listen_notify_v4
1000,3,0,250.425,32,1.889,1000,32,9,1,listen_unique,16,529478.477949,listen_unique.sql,1508427,optimize_listen_notify_v4
4,3,0,1.728,4,0.033,4,4,2,1,listen_unlisten_common,16,120343.082343,listen_unlisten_common.sql,362037,optimize_listen_notify_v4
16,3,0,4.169,16,0.057,16,16,1,1,listen_common,8,282285.517029,listen_common.sql,848819,optimize_listen_notify_v4
1000,3,0,261.927,4,10482.864,1000,4,3,1,listen_notify_unique,,95.393775,listen_notify_unique.sql,1643,master
8,3,0,2.734,8,0.134,8,8,1,1,listen_notify_common,1,59853.248155,listen_notify_common.sql,180467,optimize_listen_notify_v4
1000,3,0,861.095,1,7.52,1000,1,8,1,listen_unlisten_common,8,132981.684447,listen_unlisten_common.sql,306012,optimize_listen_notify_v4
1000,3,0,463.344,2,357.515,1000,2,7,1,listen_notify_unique,16,2797.088952,listen_notify_unique.sql,7869,optimize_listen_notify_v4
1000,3,0,862.044,1,348.148,1000,1,7,1,listen_notify_unique,1,2872.338838,listen_notify_unique.sql,6930,optimize_listen_notify_v4
1000,3,0,874.94,1,7.588,1000,1,7,1,listen_unlisten_common,16,131787.104289,listen_unlisten_common.sql,302412,optimize_listen_notify_v4
1000,3,0,236.509,16,10601.675,1000,16,3,1,listen_notify_common,,94.324721,listen_notify_common.sql,1644,master
1000,3,0,456.218,2,14.859,1000,2,7,1,listen_unlisten_common,1,67301.488027,listen_unlisten_common.sql,186808,optimize_listen_notify_v4
32,3,0,8.12,32,0.22,32,32,1,1,listen_unlisten_common,,145291.49146,listen_unlisten_common.sql,436605,master
1000,3,0,470.213,2,10936.415,1000,2,5,1,listen_notify_common,,91.437644,listen_notify_common.sql,1613,master
8,3,0,2.564,8,0.026,8,8,2,1,listen_common,,303219.422535,listen_common.sql,911950,master
1000,3,0,461.893,2,348.649,1000,2,8,1,listen_notify_unique,8,2868.216664,listen_notify_unique.sql,7976,optimize_listen_notify_v4
8,3,0,2.795,8,0.057,8,8,1,1,listen_unlisten_unique,16,139869.494963,listen_unlisten_unique.sql,420514,optimize_listen_notify_v4
1000,3,0,869.254,1,332.522,1000,1,3,1,listen_notify_unique,1,3007.322668,listen_notify_unique.sql,7194,optimize_listen_notify_v4
1,3,0,0.918,1,0.01,1,1,8,1,listen_unique,,104489.022271,listen_unique.sql,314222,master
1000,3,0,474.82,2,348.724,1000,2,3,1,listen_notify_unique,16,2867.599894,listen_notify_unique.sql,8056,optimize_listen_notify_v4
8,3,0,2.493,8,0.133,8,8,5,1,listen_notify_common,1,60084.721174,listen_notify_common.sql,181202,optimize_listen_notify_v4
8,3,0,2.598,8,0.057,8,8,5,1,listen_unlisten_unique,16,140080.645081,listen_unlisten_unique.sql,420945,optimize_listen_notify_v4
